Primary_Key;Trasect_code;Date;Year;Month;Time;Island;Site;Bioregion;Diver;Depth;Dive_duration;Transect_length;Census_duration;Current;Temperature;Distance;Thermocline_depth;Water_temp_over_therm;Water_temp_below_therm;Vis_over_therm;Vis_below_therm;Habitat_type_RSM;Rugosity_0_3;Inclination_0_3;Rocky_reef_max_depth;SPECIES;Sex;S_less_30;S_30;S_35;S_40;S_50;S_60;S_70;S_80;S_90;S_100;S_110;S_125;S_150;S_175;S_200;S_210;S_225;S_250;S_300;S_350;S_400;S_more_400;Total;Comments;Cord1;Cord2
;8;01-mar-14;2014;March;07:07:45;Isabela;Cabo Marshall;Centro-sur;David Acuña;16;40;44;2;0;C;M;;27;;20;;R;3;1;;Lutjanus argentiventris;;;;;;3;;;;;;;;;;;;;;;;;;;;;
;9;01-mar-14;2014;March;07:10:00;Isabela;Cabo Marshall;Centro-sur;David Acuña;16;40;43;2;0;C;M;;27;;20;;R;3;1;;Lutjanus novemfasciatus;;;;;;5;3;1;;;;;;;;;;;;;;;;;;;
;10;01-mar-14;2014;March;07:12:15;Isabela;Cabo Marshall;Centro-sur;David Acuña;16;40;46;2;0;C;M;;27;;20;;R;3;1;;Lutjanus argentiventris;;;;;1;;;;;;;;;;;;;;;;;;;;;;
;10;01-mar-14;2014;March;07:12:15;Isabela;Cabo Marshall;Centro-sur;David Acuña;16;40;46;2;0;C;M;;27;;20;;R;3;1;;Lutjanus novemfasciatus;;;;;;;1;;;;;;;;;;;;;;;;;;;;
;11;01-mar-14;2014;March;07:14:30;Isabela;Cabo Marshall;Centro-sur;David Acuña;16;40;53;2;0;C;M;;27;;20;;R;3;1;;Mycteroperca olfax;;;;;;1;;;;;;;;;;;;;;;;;;;;;
;11;01-mar-14;2014;March;07:14:30;Isabela;Cabo Marshall;Centro-sur;David Acuña;16;40;53;2;0;C;M;;27;;20;;R;3;1;;Taeniura meyeni;hembra;;;;;;;;1;;;;;;;;;;;;;;;;;;
;12;01-mar-14;2014;March;07:16:45;Isabela;Cabo Marshall;Centro-sur;David Acuña;16;40;39;2;0;C;M;;27;;20;;R;3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;13;01-mar-14;2014;March;07:19:00;Isabela;Cabo Marshall;Centro-sur;David Acuña;16;40;42;2;0;C;M;;27;;20;;R;3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;14;01-mar-14;2014;March;07:21:15;Isabela;Cabo Marshall;Centro-sur;David Acuña;16;40;34;2;0;C;M;;27;;20;;R;3;1;;Triaenodon obesus;hembra;;;;;;;;;;;;1;;;;;;;;;;;;;;
;15;01-mar-14;2014;March;07:23:30;Isabela;Cabo Marshall;Centro-sur;David Acuña;16;40;35;2;0;C;M;;27;;20;;R;3;1;;Triaenodon obesus;macho;;;;;;;;;;;;1;;;;;;;;;;;;;;
;15;01-mar-14;2014;March;07:23:30;Isabela;Cabo Marshall;Centro-sur;David Acuña;16;40;35;2;0;C;M;;27;;20;;R;3;1;;Triaenodon obesus;hembra;;;;;;;;;;;;1;;;;;;;;;;;;;;
;1;01-mar-14;2014;March;09:46:45;Isabela;Isabela Este 5;Centro-sur;Tyler Eddy;19;30;30;2;1;C;M;;28;;15;;R;1;3;;Lutjanus novemfasciatus;;;;;;1;1;;;;;;;;;;;;;;;;;;;;
;1;01-mar-14;2014;March;09:46:45;Isabela;Isabela Este 5;Centro-sur;Tyler Eddy;19;30;30;2;1;C;M;;28;;15;;R;1;3;;Lutjanus argentiventris;;;;1;;1;3;;;;;;;;;;;;;;;;;;;;
;1;01-mar-14;2014;March;09:46:45;Isabela;Isabela Este 5;Centro-sur;Tyler Eddy;19;30;30;2;1;C;M;;28;;15;;R;1;3;;Myvteroperca olfax;;;;;;;2;;;;;;;;;;;;;;;;;;;;
;2;01-mar-14;2014;March;09:49:00;Isabela;Isabela Este 5;Centro-sur;Tyler Eddy;16;30;55;2;1;C;M;;28;;15;;R;1;3;;Myvteroperca olfax;;;;;;3;;;;;;;;;;;;;;;;;;;;;
;2;01-mar-14;2014;March;09:49:00;Isabela;Isabela Este 5;Centro-sur;Tyler Eddy;16;30;55;2;1;C;M;;28;;15;;R;1;3;;Lutjanus novemfasciatus;;;;;;;1;;;;;;;;;;;;;;;;;;;;
;2;01-mar-14;2014;March;09:49:00;Isabela;Isabela Este 5;Centro-sur;Tyler Eddy;16;30;55;2;1;C;M;;28;;15;;R;1;3;;Lutjanus argentiventris;;;;;1;1;1;;;;;;;;;;;;;;;;;;;;
;3;01-mar-14;2014;March;09:51:15;Isabela;Isabela Este 5;Centro-sur;Tyler Eddy;16;30;56;2;1;C;M;;28;;15;;R;1;3;;Myvteroperca olfax;;;1;;1;1;;;;;;;;;;;;;;;;;;;;;
;3;01-mar-14;2014;March;09:51:15;Isabela;Isabela Este 5;Centro-sur;Tyler Eddy;16;30;56;2;1;C;M;;28;;15;;R;1;3;;Lutjanus novemfasciatus;;;;;;1;;;;;;;;;;;;;;;;;;;;;
;4;01-mar-14;2014;March;09:53:30;Isabela;Isabela Este 5;Centro-sur;Tyler Eddy;14;30;43;2;1;C;M;;28;;15;;R;1;3;;Myvteroperca olfax;;;;;;2;2;;;;;;;;;;;;;;;;;;;;
;4;01-mar-14;2014;March;09:53:30;Isabela;Isabela Este 5;Centro-sur;Tyler Eddy;14;30;43;2;1;C;M;;28;;15;;R;1;3;;Lutjanus novemfasciatus;;;;;;;1;1;;;;;;;;;;;;;;;;;;;
;4;01-mar-14;2014;March;09:53:30;Isabela;Isabela Este 5;Centro-sur;Tyler Eddy;14;30;43;2;1;C;M;;28;;15;;R;1;3;;Lutjanus argentiventris;;;;;;;1;;;;;;;;;;;;;;;;;;;;
;5;01-mar-14;2014;March;09:55:45;Isabela;Isabela Este 5;Centro-sur;Tyler Eddy;15;30;44;2;1;C;M;;28;;15;;R;1;3;;Myvteroperca olfax;;;;;;1;;;;;;;;;;;;;;;;;;;;;
;6;01-mar-14;2014;March;09:58:00;Isabela;Isabela Este 5;Centro-sur;Tyler Eddy;14;30;42;2;1;C;M;;28;;15;;R;1;3;;Myvteroperca olfax;;1;;;;;;;;;;;;;;;;;;;;;;;;;
;6;01-mar-14;2014;March;09:58:00;Isabela;Isabela Este 5;Centro-sur;Tyler Eddy;14;30;42;2;1;C;M;;28;;15;;R;1;3;;Dermatolepis dermatolepis;;;;;1;;;;;;;;;;;;;;;;;;;;;;
;7;01-mar-14;2014;March;10:00:15;Isabela;Isabela Este 5;Centro-sur;Tyler Eddy;14;30;53;2;1;C;M;;28;;15;;R;1;3;;Myvteroperca olfax;;;;;;1;;;;;;;;;;;;;;;;;;;;;
;8;01-mar-14;2014;March;10:02:30;Isabela;Isabela Este 5;Centro-sur;Tyler Eddy;15;30;61;2;1;C;M;;28;;15;;R;1;3;;Lutjanus argentiventris;;;;;1;;;;;;;;;;;;;;;;;;;;;;
;8;01-mar-14;2014;March;10:02:30;Isabela;Isabela Este 5;Centro-sur;Tyler Eddy;15;30;61;2;1;C;M;;28;;15;;R;1;3;;Myvteroperca olfax;;;;;;;1;;;;;;;;;;;;;;;;;;;;
;9;01-mar-14;2014;March;10:04:45;Isabela;Isabela Este 5;Centro-sur;Tyler Eddy;16;30;50;2;1;C;M;;28;;15;;M;1;3;;Myvteroperca olfax;;;;;;1;;;;;;;;;;;;;;;;;;;;;
;10;01-mar-14;2014;March;10:07:00;Isabela;Isabela Este 5;Centro-sur;Tyler Eddy;15;30;53;2;1;C;M;;28;;15;;R;1;3;;Myvteroperca olfax;;;;;;;2;;;;;;;;;;;;;;;;;;;;
;10;01-mar-14;2014;March;10:07:00;Isabela;Isabela Este 5;Centro-sur;Tyler Eddy;15;30;53;2;1;C;M;;28;;15;;R;1;3;;Lutjanus novemfasciatus;;;;;;;;1;;;;;;;;;;;;;;;;;;;
;11;01-mar-14;2014;March;10:09:15;Isabela;Isabela Este 5;Centro-sur;Tyler Eddy;16;30;56;2;1;C;M;;28;;15;;R;1;3;;Myvteroperca olfax;;;;;;;3;3;;;;;;;;;;;;;;;;;;;
;11;01-mar-14;2014;March;10:09:15;Isabela;Isabela Este 5;Centro-sur;Tyler Eddy;16;30;56;2;1;C;M;;28;;15;;R;1;3;;Lutjanus novemfasciatus;;;;;;1;;;;;;;;;;;;;;;;;;;;;
;12;01-mar-14;2014;March;10:11:30;Isabela;Isabela Este 5;Centro-sur;Tyler Eddy;15;30;63;2;1;C;M;;28;;15;;R;1;3;;Myvteroperca olfax;;;;;;;;1;;;;;;;;;;;;;;;;;;;
;12;01-mar-14;2014;March;10:11:30;Isabela;Isabela Este 5;Centro-sur;Tyler Eddy;15;30;63;2;1;C;M;;28;;15;;R;1;3;;Lutjanus argentiventris;;;;;;;2;;;;;;;;;;;;;;;;;;;;
;13;01-mar-14;2014;March;10:13:45;Isabela;Isabela Este 5;Centro-sur;Tyler Eddy;15;30;50;2;1;C;M;;28;;15;;M;1;3;;Lutjanus argentiventris;;;3;;;1;;;;;;;;;;;;;;;;;;;;;
;13;01-mar-14;2014;March;10:13:45;Isabela;Isabela Este 5;Centro-sur;Tyler Eddy;15;30;50;2;1;C;M;;28;;15;;M;1;3;;Lutjanus novemfasciatus;;;;;;;1;;;;;;;;;;;;;;;;;;;;
;14;01-mar-14;2014;March;10:16:00;Isabela;Isabela Este 5;Centro-sur;Tyler Eddy;14;30;51;2;1;C;M;;28;;15;;R;3;3;;Myvteroperca olfax;;;;;;1;1;;;;;;;;;;;;;;;;;;;;
;14;01-mar-14;2014;March;10:16:00;Isabela;Isabela Este 5;Centro-sur;Tyler Eddy;14;30;51;2;1;C;M;;28;;15;;R;3;3;;Lutjanus argentiventris;;;;;1;;;;;;;;;;;;;;;;;;;;;;
;14;01-mar-14;2014;March;10:16:00;Isabela;Isabela Este 5;Centro-sur;Tyler Eddy;14;30;51;2;1;C;M;;28;;15;;R;3;3;;Lutjanus novemfasciatus;;;;;;1;;;;;;;;;;;;;;;;;;;;;
;14;01-mar-14;2014;March;10:16:00;Isabela;Isabela Este 5;Centro-sur;Tyler Eddy;14;30;51;2;1;C;M;;28;;15;;R;3;3;;Triaenodon obesus;;;;;;;;;;;;;;1;;;;;;;;;;;;;
;1;01-mar-14;2014;March;13:43:45;Isabela;Isabela Este 6;Centro-sur;Tyler Eddy;16;27;32;2;1;C;M;;28;;12;;M;1;3;;Lutjanus novemfasciatus;;;;;;1;1;;;;;;;;;;;;;;;;;;;;
;2;01-mar-14;2014;March;13:46:00;Isabela;Isabela Este 6;Centro-sur;Tyler Eddy;15;27;41;2;1;C;M;;28;;12;;M;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;3;01-mar-14;2014;March;13:48:15;Isabela;Isabela Este 6;Centro-sur;Tyler Eddy;16;27;48;2;1;C;M;;28;;12;;M;1;3;;Triaenodon obesus;;;;;;;;;;;;;;1;;;;;;;;;;;;;
;4;01-mar-14;2014;March;15:50:30;Isabela;Isabela Este 6;Centro-sur;Tyler Eddy;17;27;46;2;1;C;M;;28;;12;;M;1;3;;Myvteroperca olfax;;;;;;;1;;;;;;;;;;;;;;;;;;;;
;5;01-mar-14;2014;March;13:52:45;Isabela;Isabela Este 6;Centro-sur;Tyler Eddy;17;27;46;2;1;C;M;;28;;12;;M;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;6;01-mar-14;2014;March;13:54:00;Isabela;Isabela Este 6;Centro-sur;Tyler Eddy;18;27;61;2;1;C;M;;28;;12;;M;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;7;01-mar-14;2014;March;13:57:15;Isabela;Isabela Este 6;Centro-sur;Tyler Eddy;18;27;45;2;1;C;M;;28;;12;;M;1;3;;Lutjanus argentiventris;;;;;;;1;;;;;;;;;;;;;;;;;;;;
;8;01-mar-14;2014;March;13:59:30;Isabela;Isabela Este 6;Centro-sur;Tyler Eddy;18;27;38;2;1;C;M;;28;;12;;M;1;3;;Lutjanus argentiventris;;;;;1;;;;;;;;;;;;;;;;;;;;;;
;9;01-mar-14;2014;March;14:01:45;Isabela;Isabela Este 6;Centro-sur;Tyler Eddy;17;27;44;2;1;C;M;;28;;12;;M;1;3;;Myvteroperca olfax;;;;;;;;;;;;;;;;;;;;;;;;;;;
;10;01-mar-14;2014;March;14:04:00;Isabela;Isabela Este 6;Centro-sur;Tyler Eddy;17;27;46;2;1;C;M;;28;;12;;M;1;3;;Lutjanus argentiventris;;;;;2;;;;;;;;;;;;;;;;;;;;;;
;11;01-mar-14;2014;March;14:06:15;Isabela;Isabela Este 6;Centro-sur;Tyler Eddy;16;27;33;2;1;C;M;;28;;12;;M;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;12;01-mar-14;2014;March;14:08:30;Isabela;Isabela Este 6;Centro-sur;Tyler Eddy;14;27;27;2;1;C;M;;28;;12;;M;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;1;02-mar-14;2014;March;07:03:45;Isabela;Punta Albermarle;Centro-sur;Tyler Eddy;14;25;37;2;2;C;M;;21;;12;;M;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;2;02-mar-14;2014;March;07:06:00;Isabela;Punta Albermarle;Centro-sur;Tyler Eddy;15;25;32;2;2;C;M;;21;;12;;M;1;0;;Seriola rivoliana;;;;;;;1;;;;;;;;;;;;;;;;;;;;
;2;02-mar-14;2014;March;07:06:00;Isabela;Punta Albermarle;Centro-sur;Tyler Eddy;15;25;32;2;2;C;M;;21;;12;;M;1;0;;Lutjanus argentiventris;;;;;;1;;;;;;;;;;;;;;;;;;;;;
;3;02-mar-14;2014;March;07:08:15;Isabela;Punta Albermarle;Centro-sur;Tyler Eddy;15;25;36;2;2;C;M;;21;;12;;M;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;4;02-mar-14;2014;March;07:10:30;Isabela;Punta Albermarle;Centro-sur;Tyler Eddy;16;25;39;2;2;C;M;;21;;12;;M;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;5;02-mar-14;2014;March;07:12:45;Isabela;Punta Albermarle;Centro-sur;Tyler Eddy;16;25;44;2;2;C;M;;21;;12;;M;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;6;02-mar-14;2014;March;07:15:00;Isabela;Punta Albermarle;Centro-sur;Tyler Eddy;15;25;49;2;2;C;M;;21;;12;;M;1;0;;Lutjanus argentiventris;;;;;1;1;;;;;;;;;;;;;;;;;;;;;
;6;02-mar-14;2014;March;07:15:00;Isabela;Punta Albermarle;Centro-sur;Tyler Eddy;15;25;49;2;2;C;M;;21;;12;;M;1;0;;Myvteroperca olfax;;;;;1;;;;;;;;;;;;;;;;;;;;;;
;7;02-mar-14;2014;March;07:17:15;Isabela;Punta Albermarle;Centro-sur;Tyler Eddy;14;25;50;2;2;C;M;;21;;12;;M;1;0;;Lutjanus argentiventris;;;;;;;;;1;;;;;;;;;;;;;;;;;;
;8;02-mar-14;2014;March;07:19:30;Isabela;Punta Albermarle;Centro-sur;Tyler Eddy;15;25;55;2;2;C;M;;21;;12;;M;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;9;02-mar-14;2014;March;07:21:45;Isabela;Punta Albermarle;Centro-sur;Tyler Eddy;15;25;43;2;2;C;M;;21;;12;;M;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;10;02-mar-14;2014;March;07:24:00;Isabela;Punta Albermarle;Centro-sur;Tyler Eddy;16;25;39;2;2;C;M;;21;;12;;M;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;11;02-mar-14;2014;March;07:26:15;Isabela;Punta Albermarle;Centro-sur;Tyler Eddy;17;25;25;2;2;C;M;;21;;12;;M;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;1;03-mar-14;2014;March;07:15:00;Isabela;Punta Flores;Oeste fria;Tyler Eddy;16;31;40;2;1;C;M;;20;;5;;M;1;0;;Myvteroperca olfax;;;;;;1;;;;;;;;;;;;;;;;;;;;;
;1;03-mar-14;2014;March;07:15:00;Isabela;Punta Flores;Oeste fria;Tyler Eddy;16;31;40;2;1;C;M;;20;;5;;M;1;0;;Lutjanus novemfasciatus;;;;;;;1;;;;;;;;;;;;;;;;;;;;
;2;03-mar-14;2014;March;07:17:15;Isabela;Punta Flores;Oeste fria;Tyler Eddy;16;31;52;2;1;C;M;;20;;5;;M;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;3;03-mar-14;2014;March;07:19:30;Isabela;Punta Flores;Oeste fria;Tyler Eddy;19;31;54;2;1;C;M;;20;;5;;M;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;4;03-mar-14;2014;March;07:21:45;Isabela;Punta Flores;Oeste fria;Tyler Eddy;20;31;33;2;1;C;M;;20;;5;;M;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;5;03-mar-14;2014;March;07:24:00;Isabela;Punta Flores;Oeste fria;Tyler Eddy;19;31;38;2;1;C;M;;20;;5;;M;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;6;03-mar-14;2014;March;07:26:15;Isabela;Punta Flores;Oeste fria;Tyler Eddy;18;31;39;2;1;C;M;;20;;5;;M;1;0;;Myvteroperca olfax;;;;;;;;;;;;;;;;;;;;;;;;;;;
;7;03-mar-14;2014;March;07:28:30;Isabela;Punta Flores;Oeste fria;Tyler Eddy;16;31;42;2;1;C;M;;20;;5;;M;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;8;03-mar-14;2014;March;07:30:45;Isabela;Punta Flores;Oeste fria;Tyler Eddy;16;31;43;2;1;C;M;;20;;5;;M;1;0;;Myvteroperca olfax;;;;;;;1;;;;;;;;;;;;;;;;;;;;
;9;03-mar-14;2014;March;07:33:00;Isabela;Punta Flores;Oeste fria;Tyler Eddy;15;31;33;2;1;C;M;;20;;5;;M;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;10;03-mar-14;2014;March;07:35:15;Isabela;Punta Flores;Oeste fria;Tyler Eddy;15;31;52;2;1;C;M;;20;;5;;M;1;0;;Myvteroperca olfax;;;;;;;1;;;;;;;;;;;;;;;;;;;;
;11;03-mar-14;2014;March;07:37:30;Isabela;Punta Flores;Oeste fria;Tyler Eddy;15;31;44;2;1;C;M;;20;;5;;M;1;0;;Myvteroperca olfax;;;;;;;1;1;1;;;;;;;;;;;;;;;;;;
;12;03-mar-14;2014;March;07:39:45;Isabela;Punta Flores;Oeste fria;Tyler Eddy;14;31;46;2;1;C;M;;20;;5;;M;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;13;03-mar-14;2014;March;07:42:00;Isabela;Punta Flores;Oeste fria;Tyler Eddy;14;31;51;2;1;C;M;;20;;5;;M;1;0;;Myvteroperca olfax;;;;;;1;1;1;;;;;;;;;;;;;;;;;;;
;14;03-mar-14;2014;March;07:44:15;Isabela;Punta Flores;Oeste fria;Tyler Eddy;15;31;43;2;1;C;M;;20;;5;;M;1;0;;Myvteroperca olfax;;;;;;;1;1;;;;;;;;;;;;;;;;;;;
;1;03-mar-14;2014;March;10:37:15;Isabela;El Muñeco;Oeste fria;Tyler Eddy;15;23;48;2;1;C;M;;18;;8;;M;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;2;03-mar-14;2014;March;10:39:30;Isabela;El Muñeco;Oeste fria;Tyler Eddy;15;23;46;2;1;C;M;;18;;8;;M;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;3;03-mar-14;2014;March;10:41:45;Isabela;El Muñeco;Oeste fria;Tyler Eddy;16;23;45;2;1;C;M;;18;;8;;M;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;4;03-mar-14;2014;March;10:44:00;Isabela;El Muñeco;Oeste fria;Tyler Eddy;14;23;48;2;1;C;M;;18;;8;;M;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;5;03-mar-14;2014;March;10:46:15;Isabela;El Muñeco;Oeste fria;Tyler Eddy;16;23;41;2;1;C;M;;18;;8;;M;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;7;03-mar-14;2014;March;10:48:30;Isabela;El Muñeco;Oeste fria;Tyler Eddy;15;23;57;2;1;C;M;;18;;8;;M;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;8;03-mar-14;2014;March;10:50:45;Isabela;El Muñeco;Oeste fria;Tyler Eddy;17;23;45;2;1;C;M;;18;;8;;M;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;9;03-mar-14;2014;March;10:53:00;Isabela;El Muñeco;Oeste fria;Tyler Eddy;16;23;39;2;1;C;M;;18;;8;;M;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;10;03-mar-14;2014;March;10:55:15;Isabela;El Muñeco;Oeste fria;Tyler Eddy;16;23;51;2;1;C;M;;18;;8;;M;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;1;03-mar-14;2014;March;13:23:00;Isabela;Punta Vicente Roca;Oeste fria;Tyler Eddy;18;34;47;2;0;C;M;;17;;15;;R;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;2;03-mar-14;2014;March;13:25:15;Isabela;Punta Vicente Roca;Oeste fria;Tyler Eddy;17;34;50;2;0;C;M;;17;;15;;R;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;3;03-mar-14;2014;March;13:27:30;Isabela;Punta Vicente Roca;Oeste fria;Tyler Eddy;18;34;47;2;0;C;M;;17;;15;;R;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;4;03-mar-14;2014;March;13:29:45;Isabela;Punta Vicente Roca;Oeste fria;Tyler Eddy;17;34;53;2;0;C;M;;17;;15;;R;1;3;;Dermatolepis dermatolepis;;;;;;1;;;;;;;;;;;;;;;;;;;;;
;5;03-mar-14;2014;March;13:32:00;Isabela;Punta Vicente Roca;Oeste fria;Tyler Eddy;16;34;57;2;0;C;M;;17;;15;;R;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;6;03-mar-14;2014;March;13:34:15;Isabela;Punta Vicente Roca;Oeste fria;Tyler Eddy;19;34;57;2;0;C;M;;17;;15;;R;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;7;03-mar-14;2014;March;13:36:30;Isabela;Punta Vicente Roca;Oeste fria;Tyler Eddy;17;34;58;2;0;C;M;;17;;15;;R;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;8;03-mar-14;2014;March;13:38:45;Isabela;Punta Vicente Roca;Oeste fria;Tyler Eddy;16;34;53;2;0;C;M;;17;;15;;R;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;9;03-mar-14;2014;March;13:41:00;Isabela;Punta Vicente Roca;Oeste fria;Tyler Eddy;18;34;46;2;0;C;M;;17;;15;;R;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;10;03-mar-14;2014;March;13:43:15;Isabela;Punta Vicente Roca;Oeste fria;Tyler Eddy;15;34;53;2;0;C;M;;17;;15;;R;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
